entry_time,exit_time,entry_price,exit_price,stop_loss,pnl_pct,capital,resultado
2018-01-30 19:00:00,2018-02-01 09:00:00,10090.0,9560.042857142857,9560.042857142857,-5.2523,7656.56,STOP LOSS
2018-02-01 10:00:00,2018-02-01 16:00:00,9589.92,9213.364285714286,9213.364285714286,-3.9266,7355.92,STOP LOSS
2018-02-02 11:00:00,2018-02-03 14:00:00,8337.21,9247.92,7794.645714285713,10.9234,8159.44,WIN
2018-02-04 10:00:00,2018-02-04 12:00:00,8825.1,8450.414285714287,8450.414285714287,-4.2457,7813.02,STOP LOSS
2018-02-04 16:00:00,2018-02-04 20:00:00,8419.96,7952.405714285714,7952.405714285714,-5.5529,7379.17,STOP LOSS
2018-02-05 09:00:00,2018-02-05 15:00:00,7801.0,7245.167142857143,7245.167142857143,-7.1251,6853.39,STOP LOSS
2018-02-05 18:00:00,2018-02-06 01:00:00,7089.98,6538.23,6538.23,-7.7821,6320.05,STOP LOSS
2018-02-10 16:00:00,2018-02-11 07:00:00,8271.0,7834.111428571428,7834.111428571428,-5.2822,5986.22,STOP LOSS
2018-02-13 10:00:00,2018-02-14 05:00:00,8431.1,8770.04,8118.378571428572,4.0201,6226.87,WIN
2018-02-18 06:00:00,2018-02-19 16:00:00,10328.42,11171.71,9904.592857142858,8.1648,6735.28,WIN
2018-02-21 00:00:00,2018-02-21 04:00:00,11195.07,10804.215714285714,10804.215714285714,-3.4913,6500.13,STOP LOSS
2018-02-21 05:00:00,2018-02-21 20:00:00,10746.39,10258.767142857143,10258.767142857143,-4.5376,6205.18,STOP LOSS
2018-02-22 11:00:00,2018-02-23 00:00:00,10120.41,9674.884285714284,9674.884285714284,-4.4022,5932.01,STOP LOSS
2018-02-25 15:00:00,2018-02-26 13:00:00,9368.01,9859.97,9046.297142857144,5.2515,6243.53,WIN
2018-02-28 13:00:00,2018-03-01 11:00:00,10400.0,10736.0,10039.114285714286,3.2308,6445.25,WIN
2018-03-02 15:00:00,2018-03-03 03:00:00,10777.5,11328.0,10488.42,5.1079,6774.46,WIN
2018-03-04 04:00:00,2018-03-04 21:00:00,11163.0,11478.09,10918.462857142857,2.8226,6965.68,WIN
2018-03-06 01:00:00,2018-03-06 10:00:00,11304.0,11091.865714285714,11091.865714285714,-1.8766,6834.96,STOP LOSS
2018-03-06 11:00:00,2018-03-06 18:00:00,10947.86,10692.915714285715,10692.915714285715,-2.3287,6675.79,STOP LOSS
2018-03-07 07:00:00,2018-03-07 16:00:00,10480.0,10164.384285714286,10164.384285714286,-3.0116,6474.75,STOP LOSS
2018-03-07 17:00:00,2018-03-08 16:00:00,9918.0,9427.672857142858,9427.672857142858,-4.9438,6154.65,STOP LOSS
2018-03-08 17:00:00,2018-03-09 01:00:00,9507.0,9004.558571428572,9004.558571428572,-5.285,5829.38,STOP LOSS
2018-03-09 05:00:00,2018-03-11 18:00:00,8615.06,9623.95,8079.45857142857,11.7108,6512.04,WIN
2018-03-12 15:00:00,2018-03-12 20:00:00,9230.29,8837.294285714286,8837.294285714286,-4.2577,6234.78,STOP LOSS
2018-03-13 11:00:00,2018-03-14 16:00:00,8879.79,8440.007142857143,8440.007142857143,-4.9526,5925.99,STOP LOSS
2018-03-14 17:00:00,2018-03-14 21:00:00,8421.0,8085.1900000000005,8085.1900000000005,-3.9878,5689.68,STOP LOSS
2018-03-18 16:00:00,2018-03-18 22:00:00,7385.0,8225.01,7043.822857142857,11.3745,6336.85,WIN
2018-03-21 17:00:00,2018-03-22 13:00:00,8850.0,8593.212857142857,8593.212857142857,-2.9015,6152.99,STOP LOSS
2018-03-22 14:00:00,2018-03-23 03:00:00,8588.15,8339.735714285714,8339.735714285714,-2.8925,5975.01,STOP LOSS
2018-03-24 22:00:00,2018-03-25 07:00:00,8663.36,8397.585714285715,8397.585714285715,-3.0678,5791.71,STOP LOSS
2018-03-26 01:00:00,2018-03-26 11:00:00,8369.73,8129.5485714285705,8129.5485714285705,-2.8696,5625.51,STOP LOSS
2018-03-26 12:00:00,2018-03-26 17:00:00,8089.0,7886.165714285715,7886.165714285715,-2.5075,5484.45,STOP LOSS
2018-03-26 18:00:00,2018-03-29 04:00:00,7900.21,7680.074285714286,7680.074285714286,-2.7865,5331.62,STOP LOSS
2018-03-29 05:00:00,2018-03-29 14:00:00,7595.0,7392.82,7392.82,-2.662,5189.7,STOP LOSS
2018-03-29 21:00:00,2018-03-30 00:00:00,7115.97,6837.015714285714,6837.015714285714,-3.9201,4986.25,STOP LOSS
2018-03-30 01:00:00,2018-04-01 14:00:00,6835.36,6465.295714285714,6465.295714285714,-5.414,4716.3,STOP LOSS
2018-04-01 15:00:00,2018-04-03 03:00:00,6500.0,7169.99,6300.321428571428,10.3075,5202.43,WIN
2018-04-04 03:00:00,2018-04-04 09:00:00,7270.0,7094.694285714286,7094.694285714286,-2.4114,5076.98,STOP LOSS
2018-04-04 10:00:00,2018-04-04 14:00:00,7085.12,6896.782857142857,6896.782857142857,-2.6582,4942.03,STOP LOSS
2018-04-04 15:00:00,2018-04-05 01:00:00,6870.11,6658.767142857142,6658.767142857142,-3.0763,4790.0,STOP LOSS
2018-04-06 07:00:00,2018-04-07 02:00:00,6586.03,6824.5,6388.7414285714285,3.6208,4963.44,WIN
2018-04-09 11:00:00,2018-04-09 20:00:00,6782.99,6613.447142857143,6613.447142857143,-2.4995,4839.37,STOP LOSS
2018-04-12 07:00:00,2018-04-12 12:00:00,6767.17,7685.55,6647.001428571429,13.5711,5496.13,WIN
2018-04-16 06:00:00,2018-04-17 08:00:00,8035.0,8143.72,7863.45,1.3531,5570.5,WIN
2018-04-17 19:00:00,2018-04-20 01:00:00,7941.97,8350.55,7785.967142857143,5.1446,5857.08,WIN
2018-04-23 00:00:00,2018-04-24 01:00:00,8785.7,9169.97,8590.112857142858,4.3738,6113.25,WIN
2018-04-25 15:00:00,2018-04-26 21:00:00,8874.33,9123.99,8416.171428571428,2.8133,6285.24,WIN
2018-04-27 20:00:00,2018-04-28 00:00:00,9089.12,8876.547142857144,8876.547142857144,-2.3388,6138.24,STOP LOSS
2018-04-30 09:00:00,2018-05-01 00:00:00,9195.01,9005.391428571429,9005.391428571429,-2.0622,6011.66,STOP LOSS
2018-05-01 01:00:00,2018-05-02 07:00:00,8955.13,9164.0,8766.237142857142,2.3324,6151.87,WIN
2018-05-06 06:00:00,2018-05-06 08:00:00,9751.15,9570.864285714286,9570.864285714286,-1.8489,6038.13,STOP LOSS
2018-05-06 09:00:00,2018-05-07 01:00:00,9615.01,9415.628571428571,9415.628571428571,-2.0736,5912.92,STOP LOSS
2018-05-07 02:00:00,2018-05-07 21:00:00,9347.49,9453.9,9137.045714285714,1.1384,5980.24,WIN
2018-05-08 12:00:00,2018-05-09 03:00:00,9200.0,9033.834285714285,9033.834285714285,-1.8061,5872.22,STOP LOSS
2018-05-10 18:00:00,2018-05-10 23:00:00,9159.55,9002.991428571428,9002.991428571428,-1.7092,5771.85,STOP LOSS
2018-05-11 01:00:00,2018-05-11 07:00:00,8932.82,8753.5,8753.5,-2.0074,5655.99,STOP LOSS
2018-05-11 13:00:00,2018-05-12 05:00:00,8523.0,8288.597142857143,8288.597142857143,-2.7502,5500.43,STOP LOSS
2018-05-14 04:00:00,2018-05-16 02:00:00,8383.26,8149.56,8149.56,-2.7877,5347.1,STOP LOSS
2018-05-16 03:00:00,2018-05-19 12:00:00,8109.02,8372.83,7843.168571428572,3.2533,5521.06,WIN
2018-05-21 15:00:00,2018-05-22 01:00:00,8396.01,8259.917142857143,8259.917142857143,-1.6209,5431.56,STOP LOSS
2018-05-22 02:00:00,2018-05-22 20:00:00,8274.0,8137.925714285714,8137.925714285714,-1.6446,5342.24,STOP LOSS
2018-05-22 21:00:00,2018-05-22 22:00:00,8106.98,7979.754285714285,7979.754285714285,-1.5693,5258.4,STOP LOSS
2018-05-22 23:00:00,2018-05-23 07:00:00,7961.99,7815.881428571428,7815.881428571428,-1.8351,5161.9,STOP LOSS
2018-05-23 16:00:00,2018-05-23 17:00:00,7693.3,7494.311428571429,7494.311428571429,-2.5865,5028.39,STOP LOSS
2018-05-23 18:00:00,2018-05-24 09:00:00,7495.98,7276.597142857143,7276.597142857143,-2.9267,4881.22,STOP LOSS
2018-05-24 11:00:00,2018-05-26 08:00:00,7342.33,7549.99,7110.998571428571,2.8283,5019.28,WIN
2018-05-26 23:00:00,2018-05-28 05:00:00,7328.09,7204.568571428572,7204.568571428572,-1.6856,4934.67,STOP LOSS
2018-05-28 06:00:00,2018-05-29 01:00:00,7189.58,7050.412857142857,7050.412857142857,-1.9357,4839.15,STOP LOSS
2018-05-30 15:00:00,2018-06-02 07:00:00,7374.04,7645.91,7240.428571428572,3.6869,5017.57,WIN
2018-06-04 06:00:00,2018-06-04 11:00:00,7660.0,7561.321428571428,7561.321428571428,-1.2882,4952.93,STOP LOSS
2018-06-04 12:00:00,2018-06-05 02:00:00,7505.0,7396.5542857142855,7396.5542857142855,-1.445,4881.36,STOP LOSS
2018-06-05 03:00:00,2018-06-05 16:00:00,7399.0,7577.09,7299.475714285714,2.4069,4998.85,WIN
2018-06-06 17:00:00,2018-06-10 00:00:00,7516.98,7403.799999999999,7403.799999999999,-1.5057,4923.59,STOP LOSS
2018-06-10 01:00:00,2018-06-10 17:00:00,7264.86,7134.091428571429,7134.091428571429,-1.8,4834.96,STOP LOSS
2018-06-10 18:00:00,2018-06-12 00:00:00,6742.01,6872.0,6543.084285714286,1.9281,4928.18,WIN
2018-06-12 19:00:00,2018-06-12 20:00:00,6678.34,6538.36,6538.36,-2.096,4824.89,STOP LOSS
2018-06-12 21:00:00,2018-06-13 09:00:00,6519.92,6368.044285714285,6368.044285714285,-2.3294,4712.49,STOP LOSS
2018-06-13 10:00:00,2018-06-13 16:00:00,6358.66,6221.167142857143,6221.167142857143,-2.1623,4610.6,STOP LOSS
2018-06-13 17:00:00,2018-06-16 17:00:00,6266.5,6513.99,6066.307142857143,3.9494,4792.69,WIN
2018-06-17 13:00:00,2018-06-18 17:00:00,6458.35,6644.95,6375.021428571429,2.8893,4931.16,WIN
2018-06-20 02:00:00,2018-06-22 07:00:00,6615.5,6507.234285714286,6507.234285714286,-1.6365,4850.46,STOP LOSS
2018-06-22 08:00:00,2018-06-22 09:00:00,6499.76,6382.0142857142855,6382.0142857142855,-1.8115,4762.59,STOP LOSS
2018-06-22 10:00:00,2018-06-22 13:00:00,6301.68,6161.608571428572,6161.608571428572,-2.2228,4656.73,STOP LOSS
2018-06-22 14:00:00,2018-06-22 21:00:00,6124.99,5938.625714285714,5938.625714285714,-3.0427,4515.04,STOP LOSS
2018-06-24 05:00:00,2018-06-25 12:00:00,5877.88,6231.0,5730.118571428572,6.0076,4786.29,WIN
2018-06-27 00:00:00,2018-06-28 21:00:00,6065.89,5927.232857142858,5927.232857142858,-2.2858,4676.88,STOP LOSS
2018-06-28 22:00:00,2018-06-29 05:00:00,5918.9,5822.889999999999,5822.889999999999,-1.6221,4601.02,STOP LOSS
2018-07-01 15:00:00,2018-07-02 14:00:00,6285.39,6597.32,6196.127142857144,4.9628,4829.36,WIN
2018-07-03 11:00:00,2018-07-03 22:00:00,6560.89,6482.875714285715,6482.875714285715,-1.1891,4771.93,STOP LOSS
2018-07-03 23:00:00,2018-07-04 14:00:00,6482.31,6713.5,6366.121428571429,3.5665,4942.12,WIN
2018-07-05 19:00:00,2018-07-06 13:00:00,6488.24,6587.85,6349.722857142857,1.5352,5017.99,WIN
2018-07-09 02:00:00,2018-07-09 23:00:00,6699.51,6633.2185714285715,6633.2185714285715,-0.9895,4968.34,STOP LOSS
2018-07-10 00:00:00,2018-07-10 06:00:00,6662.78,6565.138571428572,6565.138571428572,-1.4655,4895.53,STOP LOSS
2018-07-10 07:00:00,2018-07-10 09:00:00,6593.01,6492.044285714286,6492.044285714286,-1.5314,4820.56,STOP LOSS
2018-07-10 10:00:00,2018-07-10 23:00:00,6440.32,6315.237142857142,6315.237142857142,-1.9422,4726.94,STOP LOSS
2018-07-11 07:00:00,2018-07-12 06:00:00,6306.01,6202.108571428572,6202.108571428572,-1.6477,4649.05,STOP LOSS
2018-07-12 07:00:00,2018-07-12 22:00:00,6210.18,6120.118571428572,6120.118571428572,-1.4502,4581.63,STOP LOSS
2018-07-13 20:00:00,2018-07-14 17:00:00,6177.9,6269.04,6088.765714285714,1.4753,4649.22,WIN
2018-07-18 21:00:00,2018-07-19 14:00:00,7334.4,7489.92,7147.289999999999,2.1204,4747.81,WIN
2018-07-20 18:00:00,2018-07-21 16:00:00,7328.66,7394.87,7145.187142857143,0.9034,4790.7,WIN
2018-07-26 21:00:00,2018-07-26 22:00:00,8145.72,8001.395714285714,8001.395714285714,-1.7718,4705.82,STOP LOSS
2018-07-26 23:00:00,2018-07-27 16:00:00,7917.0,8157.22,7747.755714285714,3.0342,4848.6,WIN
2018-07-28 16:00:00,2018-07-29 01:00:00,8116.11,8245.99,8007.802857142857,1.6003,4926.19,WIN
2018-07-30 07:00:00,2018-07-30 17:00:00,8148.98,8034.678571428572,8034.678571428572,-1.4026,4857.1,STOP LOSS
2018-07-30 18:00:00,2018-07-31 12:00:00,7910.56,7767.388571428572,7767.388571428572,-1.8099,4769.19,STOP LOSS
2018-07-31 13:00:00,2018-07-31 23:00:00,7803.43,7647.544285714286,7647.544285714286,-1.9977,4673.92,STOP LOSS
2018-08-01 21:00:00,2018-08-02 01:00:00,7484.99,7673.7,7363.389999999999,2.5212,4791.76,WIN
2018-08-03 01:00:00,2018-08-04 12:00:00,7388.0,7237.377142857143,7237.377142857143,-2.0388,4694.06,STOP LOSS
2018-08-04 13:00:00,2018-08-04 14:00:00,7254.21,7140.055714285715,7140.055714285715,-1.5736,4620.2,STOP LOSS
2018-08-04 15:00:00,2018-08-05 00:00:00,7069.97,6924.721428571429,6924.721428571429,-2.0544,4525.28,STOP LOSS
2018-08-07 22:00:00,2018-08-08 00:00:00,6755.02,6600.914285714286,6600.914285714286,-2.2814,4422.04,STOP LOSS
2018-08-08 01:00:00,2018-08-08 05:00:00,6604.94,6426.442857142856,6426.442857142856,-2.7025,4302.54,STOP LOSS
2018-08-08 17:00:00,2018-08-09 14:00:00,6247.73,6418.85,6050.125714285714,2.7389,4420.38,WIN
2018-08-10 10:00:00,2018-08-10 20:00:00,6340.0,6187.794285714286,6187.794285714286,-2.4007,4314.26,STOP LOSS
2018-08-10 21:00:00,2018-08-11 05:00:00,6193.63,5986.038571428572,5986.038571428572,-3.3517,4169.66,STOP LOSS
2018-08-13 18:00:00,2018-08-14 01:00:00,6226.02,6066.7300000000005,6066.7300000000005,-2.5585,4062.98,STOP LOSS
2018-08-14 02:00:00,2018-08-15 00:00:00,6021.0,6188.08,5831.047142857143,2.775,4175.72,WIN
2018-08-18 14:00:00,2018-08-19 12:00:00,6346.47,6429.41,6223.681428571429,1.3069,4230.29,WIN
2018-08-20 23:00:00,2018-08-22 02:00:00,6295.08,6809.0,6175.142857142857,8.1638,4575.65,WIN
2018-08-22 21:00:00,2018-08-23 22:00:00,6330.5,6472.22,6197.532857142857,2.2387,4678.08,WIN
2018-08-26 03:00:00,2018-08-27 16:00:00,6643.25,6749.99,6547.157142857142,1.6067,4753.25,WIN
2018-08-29 16:00:00,2018-08-30 11:00:00,6975.05,6870.432857142858,6870.432857142858,-1.4999,4681.96,STOP LOSS
2018-08-30 12:00:00,2018-08-31 18:00:00,6873.99,7049.11,6762.379999999999,2.5476,4801.23,WIN
2018-09-05 10:00:00,2018-09-05 11:00:00,7092.11,6966.334285714285,6966.334285714285,-1.7735,4716.08,STOP LOSS
2018-09-05 12:00:00,2018-09-05 23:00:00,6991.02,6847.802857142858,6847.802857142858,-2.0486,4619.47,STOP LOSS
2018-09-06 01:00:00,2018-09-07 00:00:00,6462.03,6516.84,6242.861428571428,0.8482,4658.65,WIN
2018-09-07 11:00:00,2018-09-08 17:00:00,6363.06,6258.584285714286,6258.584285714286,-1.6419,4582.16,STOP LOSS
2018-09-08 18:00:00,2018-09-09 13:00:00,6212.33,6391.7,6096.7585714285715,2.8873,4714.46,WIN
2018-09-11 15:00:00,2018-09-12 19:00:00,6204.09,6316.07,6103.7185714285715,1.8049,4799.56,WIN
2018-09-14 09:00:00,2018-09-17 15:00:00,6419.58,6314.09,6314.09,-1.6433,4720.69,STOP LOSS
2018-09-17 16:00:00,2018-09-18 13:00:00,6262.1,6328.92,6159.938571428572,1.0671,4771.06,WIN
2018-09-19 12:00:00,2018-09-19 18:00:00,6286.42,6213.110000000001,6213.110000000001,-1.1662,4715.42,STOP LOSS
2018-09-19 19:00:00,2018-09-20 22:00:00,6160.93,6490.06,6008.937142857143,5.3422,4967.33,WIN
2018-09-22 09:00:00,2018-09-23 10:00:00,6647.56,6772.0,6537.512857142858,1.872,5060.32,WIN
2018-09-24 07:00:00,2018-09-24 11:00:00,6644.98,6576.855714285714,6576.855714285714,-1.0252,5008.44,STOP LOSS
2018-09-24 12:00:00,2018-09-25 01:00:00,6577.05,6489.388571428572,6489.388571428572,-1.3328,4941.68,STOP LOSS
2018-09-25 02:00:00,2018-09-25 18:00:00,6438.27,6352.647142857143,6352.647142857143,-1.3299,4875.96,STOP LOSS
2018-09-29 02:00:00,2018-09-30 11:00:00,6490.03,6637.98,6367.177142857143,2.2797,4987.12,WIN
2018-10-01 14:00:00,2018-10-03 02:00:00,6565.0,6486.194285714286,6486.194285714286,-1.2004,4927.25,STOP LOSS
2018-10-03 03:00:00,2018-10-04 02:00:00,6500.09,6593.09,6413.407142857143,1.4307,4997.75,WIN
2018-10-07 08:00:00,2018-10-08 00:00:00,6569.46,6615.26,6533.1957142857145,0.6972,5032.59,WIN
2018-10-09 12:00:00,2018-10-10 03:00:00,6644.67,6601.022857142857,6601.022857142857,-0.6569,4999.54,STOP LOSS
2018-10-10 04:00:00,2018-10-10 05:00:00,6612.2,6569.561428571428,6569.561428571428,-0.6448,4967.3,STOP LOSS
2018-10-10 06:00:00,2018-10-11 01:00:00,6554.99,6502.178571428572,6502.178571428572,-0.8057,4927.28,STOP LOSS
2018-10-11 02:00:00,2018-10-11 06:00:00,6364.1,6260.827142857143,6260.827142857143,-1.6227,4847.32,STOP LOSS
2018-10-12 00:00:00,2018-10-14 02:00:00,6252.71,6340.99,6160.891428571428,1.4119,4915.76,WIN
2018-10-15 00:00:00,2018-10-15 06:00:00,6339.34,6697.68,6279.385714285714,5.6526,5193.63,WIN
2018-10-18 18:00:00,2018-10-18 21:00:00,6643.0,6582.68,6582.68,-0.908,5146.47,STOP LOSS
2018-10-18 22:00:00,2018-10-19 20:00:00,6593.01,6525.354285714286,6525.354285714286,-1.0262,5093.66,STOP LOSS
2018-10-19 21:00:00,2018-10-21 02:00:00,6532.0,6624.0,6479.841428571429,1.4085,5165.4,WIN
2018-10-21 23:00:00,2018-10-22 13:00:00,6590.65,6553.644285714286,6553.644285714286,-0.5615,5136.39,STOP LOSS
2018-10-23 10:00:00,2018-10-24 05:00:00,6548.24,6619.97,6509.105714285714,1.0954,5192.66,WIN
2018-10-24 23:00:00,2018-10-25 01:00:00,6562.62,6526.617142857142,6526.617142857142,-0.5486,5164.17,STOP LOSS
2018-10-25 02:00:00,2018-10-26 09:00:00,6513.1,6581.11,6466.821428571429,1.0442,5218.1,WIN
2018-10-27 11:00:00,2018-10-27 14:00:00,6535.74,6509.485714285714,6509.485714285714,-0.4017,5197.13,STOP LOSS
2018-10-27 15:00:00,2018-10-28 07:00:00,6511.89,6477.941428571429,6477.941428571429,-0.5213,5170.04,STOP LOSS
2018-10-28 19:00:00,2018-10-29 11:00:00,6477.28,6443.129999999999,6443.129999999999,-0.5272,5142.78,STOP LOSS
2018-10-29 12:00:00,2018-10-29 13:00:00,6427.41,6376.4857142857145,6376.4857142857145,-0.7923,5102.04,STOP LOSS
2018-10-29 14:00:00,2018-10-31 13:00:00,6368.76,6313.451428571429,6313.451428571429,-0.8684,5057.73,STOP LOSS
2018-10-31 14:00:00,2018-10-31 15:00:00,6312.06,6280.447142857143,6280.447142857143,-0.5008,5032.4,STOP LOSS
2018-11-03 10:00:00,2018-11-04 09:00:00,6370.11,6408.66,6335.004285714286,0.6052,5062.85,WIN
2018-11-05 19:00:00,2018-11-06 10:00:00,6444.68,6499.99,6399.4914285714285,0.8582,5106.3,WIN
2018-11-08 03:00:00,2018-11-09 09:00:00,6512.59,6465.315714285714,6465.315714285714,-0.7259,5069.24,STOP LOSS
2018-11-09 10:00:00,2018-11-09 14:00:00,6437.02,6392.251428571429,6392.251428571429,-0.6955,5033.98,STOP LOSS
2018-11-11 12:00:00,2018-11-11 15:00:00,6413.16,6379.614285714286,6379.614285714286,-0.5231,5007.65,STOP LOSS
2018-11-11 16:00:00,2018-11-12 03:00:00,6380.01,6473.86,6334.691428571429,1.471,5081.31,WIN
2018-11-13 02:00:00,2018-11-13 17:00:00,6421.01,6490.0,6371.27,1.0744,5135.91,WIN
2018-11-14 11:00:00,2018-11-14 15:00:00,6362.6,6287.805714285714,6287.805714285714,-1.1755,5075.53,STOP LOSS
2018-11-14 16:00:00,2018-11-14 17:00:00,6231.36,6082.918571428571,6082.918571428571,-2.3822,4954.63,STOP LOSS
2018-11-14 18:00:00,2018-11-14 19:00:00,5975.62,5789.83,5789.83,-3.1091,4800.58,STOP LOSS
2018-11-14 20:00:00,2018-11-15 10:00:00,5861.21,5620.198571428572,5620.198571428572,-4.112,4603.18,STOP LOSS
2018-11-15 15:00:00,2018-11-18 01:00:00,5403.52,5650.36,5160.131428571429,4.5681,4813.46,WIN
2018-11-19 02:00:00,2018-11-19 05:00:00,5593.94,5518.6114285714275,5518.6114285714275,-1.3466,4748.64,STOP LOSS
2018-11-19 06:00:00,2018-11-19 08:00:00,5507.61,5397.007142857142,5397.007142857142,-2.0082,4653.28,STOP LOSS
2018-11-19 09:00:00,2018-11-19 13:00:00,5356.62,5208.607142857142,5208.607142857142,-2.7632,4524.7,STOP LOSS
2018-11-20 09:00:00,2018-11-23 01:00:00,4514.68,4245.434285714286,4245.434285714286,-5.9638,4254.86,STOP LOSS
2018-11-23 02:00:00,2018-11-23 23:00:00,4293.37,4449.63,4135.065714285714,3.6396,4409.72,WIN
2018-11-24 20:00:00,2018-11-24 21:00:00,4269.42,4171.521428571428,4171.521428571428,-2.293,4308.6,STOP LOSS
2018-11-24 22:00:00,2018-11-25 02:00:00,4015.0,3851.81,3851.81,-4.0645,4133.48,STOP LOSS
2018-11-26 15:00:00,2018-11-26 16:00:00,3909.99,3734.9342857142856,3734.9342857142856,-4.4771,3948.42,STOP LOSS
2018-11-26 21:00:00,2018-11-27 23:00:00,3776.34,3909.02,3551.647142857143,3.5135,4087.14,WIN
2018-11-30 11:00:00,2018-12-01 11:00:00,4077.21,4170.41,3917.7742857142857,2.2859,4180.57,WIN
2018-12-03 03:00:00,2018-12-03 15:00:00,4003.0,3874.0885714285714,3874.0885714285714,-3.2204,4045.94,STOP LOSS
2018-12-03 16:00:00,2018-12-05 16:00:00,3882.82,3777.2857142857147,3777.2857142857147,-2.718,3935.97,STOP LOSS
2018-12-05 17:00:00,2018-12-06 14:00:00,3767.46,3667.131428571429,3667.131428571429,-2.663,3831.16,STOP LOSS
2018-12-07 00:00:00,2018-12-07 15:00:00,3508.75,3340.285714285714,3340.285714285714,-4.8013,3647.21,STOP LOSS
2018-12-07 19:00:00,2018-12-07 20:00:00,3255.01,3492.07,3099.1771428571433,7.2829,3912.84,WIN
2018-12-10 16:00:00,2018-12-11 16:00:00,3428.79,3334.2542857142857,3334.2542857142857,-2.7571,3804.95,STOP LOSS
2018-12-13 20:00:00,2018-12-13 21:00:00,3345.46,3273.627142857143,3273.627142857143,-2.1472,3723.26,STOP LOSS
2018-12-13 22:00:00,2018-12-14 16:00:00,3291.14,3214.942857142857,3214.942857142857,-2.3152,3637.05,STOP LOSS
2018-12-14 17:00:00,2018-12-16 03:00:00,3217.33,3256.9,3155.217142857143,1.2299,3681.79,WIN
2018-12-19 22:00:00,2018-12-20 09:00:00,3644.79,3925.66,3496.927142857143,7.7061,3965.51,WIN
2018-12-21 20:00:00,2018-12-23 00:00:00,3806.24,3948.91,3658.347142857143,3.7483,4114.15,WIN
2018-12-25 01:00:00,2018-12-26 02:00:00,3798.01,3802.46,3637.0457142857144,0.1172,4118.97,WIN
2018-12-27 20:00:00,2018-12-28 16:00:00,3577.2,3785.9,3497.058571428571,5.8342,4359.27,WIN
2018-12-29 11:00:00,2018-12-29 23:00:00,3788.07,3714.302857142857,3714.302857142857,-1.9474,4274.38,STOP LOSS
2018-12-30 00:00:00,2019-01-02 00:00:00,3696.71,3796.45,3592.3957142857143,2.6981,4389.71,WIN
2019-01-03 17:00:00,2019-01-06 18:00:00,3738.71,4007.13,3682.0285714285715,7.1795,4704.87,WIN
2019-01-10 07:00:00,2019-01-10 16:00:00,3779.63,3706.444285714286,3706.444285714286,-1.9363,4613.77,STOP LOSS
2019-01-13 17:00:00,2019-01-14 16:00:00,3464.91,3630.98,3412.8485714285716,4.7929,4834.9,WIN
2019-01-15 13:00:00,2019-01-15 20:00:00,3602.06,3563.542857142857,3563.542857142857,-1.0693,4783.2,STOP LOSS
2019-01-15 21:00:00,2019-01-17 19:00:00,3534.42,3605.97,3474.0957142857146,2.0244,4880.03,WIN
2019-01-18 14:00:00,2019-01-19 11:00:00,3587.51,3698.1,3556.168571428572,3.0826,5030.47,WIN
2019-01-20 12:00:00,2019-01-20 13:00:00,3580.0,3528.382857142857,3528.382857142857,-1.4418,4957.93,STOP LOSS
